,symbol,stock_val_10,stock_val_11,stock_val_12,stock_val_13,stock_val_14,stock_val_15,stock_val_16,rating,After Tax ROE,Capital Expenditures,Cost of Revenue,Depreciation,Earnings Before Tax,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Net Borrowings,Net Income,Total Assets,Total Liabilities & Equity,Total Revenue,For Year,Estimated Shares Outstanding
0,AAL,21940919.0,27866241.0,94575600.0,180956650.0,569872390.626,287509901.4222,209871545.505,4,135.0,-6151000000.0,11096000000.0,1487000000.0,4616000000.0,27510000000.0,4091000000.0,73.0,29894000000.0,443000000.0,-633000000.0,18330000000.0,0.0,2856000000.0,7610000000.0,48415000000.0,48415000000.0,40990000000.0,2015,668129938.543
1,AAP,31745385.9598,31507573.642500002,32883074.091,42202284.0,74558967.5319,114131729.2085,82750413.5535,4,19.0,-234747000.0,5314246000.0,269476000.0,752888000.0,1434577000.0,989484000.0,45.0,4422772000.0,0.0,174667000.0,1213161000.0,0.0,-426322000.0,473398000.0,8134565000.0,8134565000.0,9737018000.0,2015,73395038.7597
2,AAPL,2229212249.8409266,2598682525.6627917,12534359449.008522,4469814622.09571,4570107167.7898,4277271759.2706,3542505266.0,3,36.0,-12734000000.0,131376000000.0,10505000000.0,61372000000.0,27010000000.0,5414000000.0,39.0,84263000000.0,-32022000000.0,-1867000000.0,75427000000.0,170430000000.0,22057000000.0,45687000000.0,321686000000.0,321686000000.0,215639000000.0,2016,5471497005.99
3,ABC,37412578.9035,31217285.1606,55926736.0,44091399.745799996,88266643.916,114765484.8934,108488627.775,3,67.0,-464616000.0,142577080000.0,392166000.0,1390910000.0,1530682000.0,5991497000.0,3.0,4272606000.0,40712000.0,3094340000.0,3870244000.0,0.0,713214000.0,1427929000.0,33656200000.0,33656200000.0,146849686000.0,2016,212173699.851
4,ABT,265833156.3466361,231542991.60261053,597679415.8964747,176095695.1884,153905372.0,186677397.0,401215495.99999994,2,21.0,-1110000000.0,8747000000.0,1472000000.0,3183000000.0,5732000000.0,9638000000.0,57.0,11658000000.0,-821000000.0,215000000.0,5871000000.0,4041000000.0,1147000000.0,4423000000.0,41247000000.0,41247000000.0,20405000000.0,2015,1504421768.71
5,ADBE,87455216.8413,98150613.0,174631728.0,83311045.3913,98821105.9221,132314492.81700002,214043338.7627,4,9.0,-184936000.0,744317000.0,339473000.0,873781000.0,787421000.0,5366881000.0,84.0,4051194000.0,-535197000.0,350908000.0,1907231000.0,80439000.0,387091000.0,629551000.0,11726472000.0,11726472000.0,4795511000.0,2015,499643650.794
6,ADI,31145554.3464,36885600.9691,99518168.3661,43647010.0,96982336.0,77558640.0,127702275.2755,3,17.0,-127397000.0,1194236000.0,209790000.0,956921000.0,636116000.0,1679116000.0,65.0,2227173000.0,-989183000.0,101593000.0,1732177000.0,21937000.0,857175000.0,861664000.0,7970278000.0,7970278000.0,3421409000.0,2016,897566666.667
7,ADM,85538496.0,54471560.0,125692705.411,95631904.407,134950400.0,92316224.0,114535855.018,2,10.0,-1125000000.0,63682000000.0,882000000.0,2284000000.0,9853000000.0,0.0,6.0,4020000000.0,35000000.0,-1693000000.0,5779000000.0,4340000000.0,240000000.0,1849000000.0,40157000000.0,40141000000.0,67702000000.0,2015,618394648.829
8,ADS,27034017.619400002,38233886.5272,52765018.1775,152709739.93440002,72342041.96519999,72488998.83469999,77392950.0,4,30.0,-191683000.0,4482700000.0,524467000.0,931676000.0,576706000.0,3814078000.0,30.0,1957046000.0,-2899032000.0,98026000.0,10136018000.0,0.0,3009130000.0,596541000.0,22421830000.0,22421830000.0,6439746000.0,2015,66951851.8519
9,ADSK,56967661.4913,34330527.0,90372269.887,100755736.0,114065953.89919999,82109268.0,113205699.0592,3,20.0,-72400000.0,370700000.0,145800000.0,-20300000.0,169300000.0,1535000000.0,85.0,2133400000.0,-544100000.0,385400000.0,1487700000.0,532300000.0,748300000.0,-330500000.0,5515300000.0,5515300000.0,2504100000.0,2016,226369863.014
10,AEE,30261966.0735,43204834.3041,75604989.5389,38015008.0,62077142.3457,89883816.0,49873721.0493,4,9.0,-1917000000.0,3501000000.0,896000000.0,948000000.0,18799000000.0,411000000.0,43.0,2597000000.0,-2000000.0,-91000000.0,6880000000.0,556000000.0,664000000.0,636000000.0,23640000000.0,23640000000.0,6098000000.0,2015,244615384.615
11,AEP,46317053.99999999,69433849.6808,140374520.0,67992680.9094,117942529.94240001,143070331.0,105583918.323,4,10.0,-4130000000.0,7685700000.0,2041800000.0,2402900000.0,43635100000.0,52500000.0,53.0,8692900000.0,-152100000.0,162800000.0,16012000000.0,2389900000.0,767400000.0,1638000000.0,59544600000.0,59544600000.0,16378600000.0,2014,490419161.677
12,AFL,76344147.0,82081520.2052,138876925.3856,80834683.6303,99992112.0,60534942.0212,83095437.61219999,3,14.0,0.0,13049000000.0,0.0,3862000000.0,427000000.0,0.0,37.0,7823000000.0,-4811000000.0,3488000000.0,5952000000.0,102315000000.0,-18000000.0,2533000000.0,118296000000.0,118296000000.0,20872000000.0,2015,430782312.925
13,AIG,180097068.8744,52571202.266,698858790.2023,253019110.0437,283080130.8918,301515039.86550003,275523288.56259996,3,2.0,0.0,36581000000.0,4629000000.0,3281000000.0,0.0,0.0,37.0,21746000000.0,8514000000.0,548000000.0,29350000000.0,330845000000.0,-2938000000.0,2196000000.0,496943000000.0,496943000000.0,58327000000.0,2015,1299408284.02
14,AIV,19023408.0,19659071.0,29944594.893400002,22559837.0,32955766.7742,34061526.1491,62761906.3809,4,15.0,-536627000.0,365248000.0,311487000.0,63866000.0,5529461000.0,0.0,63.0,616062000.0,-429000.0,-22334000.0,0.0,0.0,-247022000.0,248710000.0,6144194000.0,6144194000.0,981310000.0,2015,163625000.0
15,AIZ,28770588.000000004,16038036.3906,32853960.9468,18304846.8274,20460570.000000004,16462376.204400001,26725108.2878,2,3.0,-114896000.0,8666624000.0,124117000.0,201181000.0,298414000.0,833512000.0,16.0,1658870000.0,236527000.0,294043000.0,1391801000.0,12615565000.0,0.0,141555000.0,30036402000.0,30036402000.0,10325494000.0,2015,68055288.4615
16,AJG,5885792.0,12011647.6408,21337471.2316,22268285.0,19048568.8092,34823563.1494,63365218.7805,4,10.0,-99000000.0,0.0,356900000.0,293500000.0,249000000.0,3662900000.0,100.0,5392400000.0,0.0,605900000.0,4948800000.0,0.0,78900000.0,356800000.0,10910500000.0,10910500000.0,5392400000.0,2015,172367149.758
17,AKAM,105340242.7611,62303626.06989999,84495514.0,46736508.0,55776263.1141,58992968.1209,64439552.00000001,3,10.0,-311676000.0,725620000.0,318088000.0,456624000.0,753180000.0,1150244000.0,67.0,1471828000.0,153060000.0,54503000.0,624288000.0,774674000.0,0.0,321406000.0,4187925000.0,4187925000.0,2197448000.0,2015,178558888.889
18,ALB,16795357.6989,21907202.1494,21350643.6563,24525590.6131,31093223.5171,37134628.674,38701568.8992,4,10.0,-227649000.0,2454463000.0,260076000.0,358187000.0,2484738000.0,2893811000.0,33.0,1196872000.0,3154000.0,-73151000.0,3174674000.0,455417000.0,-376241000.0,334906000.0,9615014000.0,9615014000.0,3651335000.0,2015,111264451.827
19,ALK,10646381.8122,19621015.9548,29801044.000000004,42591286.7415,53927422.1952,65816926.635,82607632.793,5,35.0,-831000000.0,1935000000.0,320000000.0,1312000000.0,4802000000.0,0.0,65.0,3663000000.0,-152000000.0,131000000.0,571000000.0,0.0,-116000000.0,848000000.0,6533000000.0,6533000000.0,5598000000.0,2015,128290468.986
20,ALL,57011002.2117,64323047.0,132364160.4098,85202389.5622,92722975.0,96860400.0,126411665.11649999,4,11.0,-303000000.0,22837000000.0,371000000.0,3282000000.0,1024000000.0,1219000000.0,36.0,12816000000.0,1045000000.0,1111000000.0,5124000000.0,76205000000.0,-20000000.0,2171000000.0,104656000000.0,104656000000.0,35653000000.0,2015,424023437.5
21,ALXN,36392491.3554,75182250.0,143309708.9424,60540130.278000005,290460092.4302,167497575.0,174703562.1442,3,2.0,-286000000.0,233000000.0,167000000.0,498000000.0,697000000.0,5048000000.0,91.0,2371000000.0,635000000.0,-154000000.0,3405000000.0,0.0,3425000000.0,144000000.0,13097000000.0,13097000000.0,2604000000.0,2015,211764705.882
22,AMAT,79530025.0,69928803.0,105877200.0,97839352.0,174601980.0,154970335.0,188724641.00000003,2,24.0,-253000000.0,6314000000.0,389000000.0,2013000000.0,937000000.0,3316000000.0,42.0,4511000000.0,-156000000.0,847000000.0,3143000000.0,929000000.0,-1207000000.0,1721000000.0,14588000000.0,14588000000.0,10825000000.0,2016,1103205128.21
23,AME,13041466.3344,29057420.69016549,33271992.0,25012982.0502,39161983.7441,37909566.0,50816157.9088,3,18.0,-69083000.0,2549280000.0,149460000.0,806380000.0,484548000.0,2706633000.0,36.0,1425015000.0,0.0,-75009000.0,1556045000.0,180775000.0,244754000.0,590859000.0,6664530000.0,6664530000.0,3974295000.0,2015,240186585.366
24,AMG,27543472.277599998,25503509.2026,38407263.2294,52268081.205000006,51850233.2215,51985902.373,97321942.0094,3,18.0,-38200000.0,0.0,142300000.0,1090600000.0,114100000.0,2668400000.0,100.0,2435900000.0,-286300000.0,-42000000.0,1894800000.0,2286300000.0,17800000.0,516000000.0,7784800000.0,7784800000.0,2435900000.0,2015,54373024.236
25,AMGN,219462757.995,328247935.8879,335895528.3099,269536820.7254,428792732.1567,284353464.5034,466863173.35169995,3,25.0,-594000000.0,4227000000.0,2108000000.0,7978000000.0,4907000000.0,14787000000.0,80.0,17435000000.0,-4421000000.0,899000000.0,29182000000.0,0.0,1065000000.0,6939000000.0,71449000000.0,71449000000.0,21662000000.0,2015,758360655.738
26,AMP,82578493.5651,87545102.23640001,74366863.1874,78981827.05950001,72182050.0,77037436.5522,88541215.5962,3,22.0,-133000000.0,2261000000.0,248000000.0,2142000000.0,0.0,0.0,81.0,9939000000.0,-392000000.0,576000000.0,2907000000.0,40714000000.0,1151000000.0,1562000000.0,145342000000.0,145342000000.0,12200000000.0,2015,181627906.977
27,AMT,78022874.48910001,291612584.2812,132371231.86070001,114821069.99999999,135207027.2644,146239375.4748,172057608.0,3,10.0,-728753000.0,1308868000.0,1292260000.0,829962000.0,9866424000.0,4091805000.0,73.0,3462648000.0,9504000.0,150984000.0,17068807000.0,732903000.0,1789103000.0,685074000.0,26904272000.0,26904272000.0,4771516000.0,2015,482446478.873
28,AMZN,621342000.0,740833405.6788,857724512.905,796184252.9685,635596812.288,2513094253.773,3093438690.3735,3,4.0,-4589000000.0,71651000000.0,6281000000.0,1568000000.0,21838000000.0,3759000000.0,33.0,35355000000.0,-1066000000.0,12608000000.0,8227000000.0,0.0,-3882000000.0,596000000.0,64747000000.0,64747000000.0,107006000000.0,2015,465625000.0
29,AN,18753000.665,18346511.5024,43384161.0928,17689639.644,34633053.0,26196706.0,25516926.049,2,19.0,-247600000.0,17600500000.0,132100000.0,722700000.0,2667400000.0,1394500000.0,16.0,3261500000.0,-10200000.0,566700000.0,1745300000.0,0.0,210000000.0,442600000.0,9548200000.0,9548200000.0,20862000000.0,2015,112620865.14
30,ANTM,84636111.4885,72888250.0,109680364.39919999,84638478.0839,109119259.2634,98319145.4102,156091093.3428,2,11.0,-638200000.0,61116900000.0,907900000.0,4631000000.0,2019800000.0,17562200000.0,23.0,18039600000.0,-120500000.0,735500000.0,15864500000.0,22482400000.0,-892300000.0,2560000000.0,61717800000.0,61717800000.0,79156500000.0,2015,263103802.672
31,AON,62615006.2782,29975399.3595,122642296.20539999,81415244.02950001,94564477.9944,78074206.1533,70743478.3657,2,23.0,-290000000.0,0.0,543000000.0,1689000000.0,765000000.0,8448000000.0,100.0,11682000000.0,-37000000.0,-976000000.0,5737000000.0,0.0,253000000.0,1385000000.0,27164000000.0,27164000000.0,11682000000.0,2015,280933062.88
32,APA,154903619.8976,191169094.221,193133550.0,200334738.6622,197147279.7084,131706801.9617,142064903.2383,3,917.0,-5178000000.0,2065000000.0,29517000000.0,-28226000000.0,14119000000.0,0.0,68.0,4318000000.0,1245000000.0,-507000000.0,8777000000.0,0.0,-2509000000.0,-23528000000.0,18842000000.0,18842000000.0,6383000000.0,2015,384444444.444
33,APC,697420004.6292,120944888.16899998,245995817.37919998,179175947.99999997,322674000.0,177419025.3042,170245802.3245,2,52.0,-6067000000.0,3185000000.0,4603000000.0,-9689000000.0,33751000000.0,0.0,63.0,5513000000.0,-3000000.0,-6205000000.0,15636000000.0,0.0,541000000.0,-6692000000.0,46331000000.0,46331000000.0,8698000000.0,2015,507738998.483
34,APD,36960532.321285784,39805244.68556546,67993239.24703512,131757703.3061048,149606937.0955591,110154181.4703616,104398943.0813,4,9.0,-1055800000.0,6402700000.0,925900000.0,2132200000.0,10074400000.0,1150200000.0,33.0,3121700000.0,0.0,57000000.0,4918100000.0,1288100000.0,331200000.0,631100000.0,18055300000.0,18055300000.0,9524400000.0,2016,216130136.986
35,APH,25767195.5118,29140379.358000003,26941078.7508,30035824.000000004,39883972.7412,40211877.0,58914237.369899996,4,24.0,-172100000.0,3789200000.0,171600000.0,1052800000.0,609500000.0,2692900000.0,32.0,1779500000.0,335900000.0,35400000.0,2813200000.0,0.0,153600000.0,763500000.0,7458400000.0,7458400000.0,5568700000.0,2015,309109311.741
36,ARNC,73610173.58780086,53533427.8795288,55945052.61316788,37607441.88565563,46539110.28001674,43905258.22547747,93701165.054,2,3.0,-1180000000.0,18069000000.0,1280000000.0,248000000.0,14815000000.0,5401000000.0,20.0,4465000000.0,-94000000.0,-1199000000.0,9044000000.0,1685000000.0,-145000000.0,-322000000.0,36528000000.0,36528000000.0,22534000000.0,2015,1038709677.42
37,ATVI,88219504.0,37626512.0,64130993.99999999,51460945.99999999,69491305.0,193840319.9925,183817960.0905,3,11.0,-111000000.0,1585000000.0,501000000.0,1121000000.0,189000000.0,7095000000.0,66.0,3079000000.0,0.0,181000000.0,4079000000.0,9000000.0,-48000000.0,892000000.0,15251000000.0,15251000000.0,4664000000.0,2015,737190082.645
38,AVB,48047596.2807,39937481.834800005,80676047.62,89712926.2764,90223957.4478,89818616.43900001,133978540.4622,3,8.0,-1625191000.0,0.0,475854000.0,743594000.0,15942309000.0,0.0,100.0,1856028000.0,102599000.0,23113000.0,6555750000.0,216919000.0,14782000.0,741733000.0,16931305000.0,16931305000.0,1856028000.0,2015,133886823.105
39,AVGO,17548857.0,24138504.836400002,84328260.0,45767640.8655,152102132.9516,282200618.3348,449367027.1684,4,10.0,-723000000.0,7300000000.0,3078000000.0,-1107000000.0,2509000000.0,24732000000.0,45.0,5940000000.0,46000000.0,196000000.0,13188000000.0,0.0,8193000000.0,-1861000000.0,49966000000.0,49966000000.0,13240000000.0,0,
40,AVY,18561856.0,19737576.0,19233934.8984,23443748.5329,20311020.3915,35271314.0,41106788.5854,3,28.0,-135800000.0,4321100000.0,188300000.0,408900000.0,847900000.0,686200000.0,28.0,1645800000.0,-500000.0,29800000.0,963600000.0,0.0,-105800000.0,274300000.0,4133700000.0,4133700000.0,5966900000.0,2015,91129568.1063
41,AWK,12746160.504,13992912.4392,35191814.9478,21007445.0058,33776209.3663,32175375.0,56107944.7754,3,9.0,-1160000000.0,1404000000.0,440000000.0,782000000.0,13933000000.0,1302000000.0,56.0,1755000000.0,-197000000.0,23000000.0,6211000000.0,0.0,608000000.0,476000000.0,17241000000.0,17229000000.0,3159000000.0,2015,178947368.421
42,AXP,148674873.072,157217603.334,322152408.0,279765964.25049996,214568850.3062,241616710.42200002,250301510.75759998,3,25.0,-1341000000.0,475000000.0,1043000000.0,7938000000.0,4108000000.0,0.0,0.0,0.0,-6577000000.0,653000000.0,0.0,62558000000.0,-8289000000.0,5163000000.0,161184000000.0,161184000000.0,34441000000.0,2015,
43,AYI,19134905.3364,9577100.0,15733679.696899999,28499724.0,32188087.6086,62658400.804,89573680.38800001,4,18.0,-83700000.0,1855100000.0,62600000.0,444600000.0,267800000.0,947800000.0,44.0,1436200000.0,0.0,125900000.0,355000000.0,0.0,2500000.0,290800000.0,2948000000.0,2948000000.0,3291300000.0,2016,43598200.8996
44,AZO,43369068.3636,73410723.22590001,94030277.1429,83543912.3496,128031944.89800002,102309385.2767,194604250.5792,3,69.0,-488791000.0,5026940000.0,305377000.0,1912714000.0,3733254000.0,391887000.0,53.0,5608736000.0,-9698000.0,321320000.0,4924119000.0,0.0,263580000.0,1241007000.0,8599787000.0,8599787000.0,10635676000.0,2016,29889378.6127
45,BA,139486728.2748,206245524.3764,372203044.939,286083050.48,352557741.1504,303161844.6132,315672321.8061,3,82.0,-2450000000.0,82088000000.0,1833000000.0,7155000000.0,12076000000.0,5126000000.0,15.0,14026000000.0,554000000.0,3949000000.0,8730000000.0,4642000000.0,861000000.0,5176000000.0,94408000000.0,94408000000.0,96114000000.0,2015,688297872.34
46,BAC,840901574.0,981011959.9999999,1983423375.0,890431173.0,1034392586.1804,784182068.9999999,1599180310.0,3,2.0,0.0,2656000000.0,5210000000.0,6855000000.0,10049000000.0,69777000000.0,0.0,0.0,-5677000000.0,9702000000.0,121101000000.0,1508266000000.0,-13832000000.0,4833000000.0,2104534000000.0,2104534000000.0,95181000000.0,2014,13425000000.0
47,BAX,54821376.42917982,73357256.52950466,139986002.09993994,115556511.10325244,107235889.73395093,134207892.0358,97836210.00000001,3,11.0,-911000000.0,5822000000.0,759000000.0,428000000.0,4386000000.0,2687000000.0,42.0,4146000000.0,0.0,236000000.0,3935000000.0,0.0,2517000000.0,968000000.0,20975000000.0,20975000000.0,9968000000.0,2015,543820224.719
48,BBBY,45906101.868,89268004.5399,106251364.0,54226592.0259,150915617.0374,102449225.0,78183230.07620001,3,33.0,-328395000.0,7483577000.0,273947000.0,1327445000.0,1725043000.0,487169000.0,38.0,4620310000.0,52763000.0,-64362000.0,1500000000.0,71289000.0,-7646000.0,841489000.0,6498940000.0,6498940000.0,12103887000.0,2015,163395922.33
49,BBT,69576487.6465,47825517.0,129082477.4343,100868496.0,82995146.86590001,109006232.883,163041850.0,2,8.0,0.0,233000000.0,461000000.0,2917000000.0,2007000000.0,8548000000.0,0.0,0.0,-3082000000.0,263000000.0,0.0,180689000000.0,-1143000000.0,2084000000.0,209947000000.0,209947000000.0,10346000000.0,2015,804633204.633
50,BBY,122449593.571,96298426.1206,97247025.0,116724774.9269,110863017.99999999,87318422.8676,158412367.575,2,20.0,-649000000.0,30337000000.0,657000000.0,1310000000.0,2377000000.0,425000000.0,23.0,9191000000.0,146000000.0,-770000000.0,1339000000.0,0.0,-28000000.0,897000000.0,13519000000.0,13519000000.0,39528000000.0,2016,346332046.332
51,BCR,32642587.9329,23940000.0,51997678.936,37463018.5594,63098992.10649999,59578880.629,108196257.92639999,2,9.0,-102900000.0,1301200000.0,193100000.0,349400000.0,472400000.0,1140600000.0,62.0,2114800000.0,21000000.0,-217300000.0,1144100000.0,0.0,-82000000.0,135400000.0,4844000000.0,4844000000.0,3416000000.0,2015,75222222.2222
52,BDX,54523850.0647,77238065.03369999,59338392.5178,52261769.054,125438827.60559998,167387962.65480003,149061222.7012,3,13.0,-693000000.0,6492000000.0,1114000000.0,1074000000.0,3901000000.0,7419000000.0,48.0,5991000000.0,-1000000.0,336000000.0,10550000000.0,796000000.0,-1252000000.0,976000000.0,25586000000.0,25586000000.0,12483000000.0,2016,212636165.577
53,BHI,93598720.7256,119659261.5399,155544537.38459998,124053169.51020001,179547354.0,61794852.678,121669320.87269999,3,12.0,-965000000.0,14415000000.0,1742000000.0,-2613000000.0,6693000000.0,6070000000.0,8.0,1327000000.0,-310000000.0,-1654000000.0,3890000000.0,0.0,-45000000.0,-1967000000.0,24080000000.0,24080000000.0,15742000000.0,2015,438084632.517
54,BIIB,76872828.4395,103248912.8146,135816718.36049998,179092546.48419997,293556370.3776,319890676.2652,372964398.9024,5,38.0,-643000000.0,1240400000.0,600400000.0,4767300000.0,2187600000.0,2663800000.0,88.0,9523400000.0,-2801900000.0,-272000000.0,6521500000.0,3868000000.0,5928400000.0,3547000000.0,19504800000.0,19504800000.0,10763800000.0,2015,230624187.256
55,BK,68982842.2842,73645099.0,151211095.8837,97031871.2229,90170882.0,261891276.3535,170790689.6047,3,8.0,-601000000.0,0.0,1457000000.0,4235000000.0,1379000000.0,17618000000.0,100.0,14951000000.0,-6772000000.0,-852000000.0,26800000000.0,191321000000.0,5185000000.0,3158000000.0,393780000000.0,393780000000.0,14951000000.0,2015,1156776556.78
56,BLL,65464102.886,18629906.4783,31875425.0,36704430.0,32551174.045,54860241.262899995,61497343.99999999,3,22.0,-527900000.0,6460300000.0,285500000.0,345500000.0,2685900000.0,2176500000.0,19.0,1536700000.0,0.0,-18000000.0,5054200000.0,0.0,2001200000.0,280900000.0,9777000000.0,9777000000.0,7997000000.0,2015,137024390.244
57,BMY,164811520.0,181468390.299,406130062.00000006,212323627.9896,256916264.64769998,271658592.9491,409600108.9911,4,11.0,-820000000.0,3909000000.0,376000000.0,2077000000.0,4412000000.0,6881000000.0,76.0,12651000000.0,-349000000.0,-654000000.0,6550000000.0,4660000000.0,-1138000000.0,1565000000.0,31748000000.0,31748000000.0,16560000000.0,2015,1664893617.02
58,BSX,50838606.0,39685278.0,58138299.00000001,67396140.0,104349050.0,98967485.367,92377399.7292,3,4.0,-247000000.0,2173000000.0,805000000.0,-650000000.0,1490000000.0,6473000000.0,71.0,5304000000.0,-205000000.0,317000000.0,5674000000.0,0.0,1430000000.0,-239000000.0,18133000000.0,18133000000.0,7477000000.0,2015,1327777777.78
59,BWA,41983272.5802,36197947.1358,74857227.1356,50453184.0,55768756.0149,44890032.0,52218558.676,2,17.0,-577300000.0,6320100000.0,320200000.0,886800000.0,2448100000.0,1757700000.0,21.0,1703100000.0,13100000.0,57700000.0,2108900000.0,460900000.0,1539400000.0,609700000.0,8825700000.0,8825700000.0,8023200000.0,2015,224154411.765
60,BXP,64221988.5082,54202318.9116,85716679.37979999,90011818.6904,142524177.215,66728928.523200005,99680649.2075,3,10.0,-374664000.0,904336000.0,639542000.0,799188000.0,15555641000.0,0.0,64.0,1586485000.0,-469955000.0,-103857000.0,9216513000.0,255604000.0,-53770000.0,583106000.0,18379456000.0,18379456000.0,2490821000.0,2015,153853825.858
61,C,800467360.0,689590335.7898,1470556005.1728,557931358.7068,551543240.193,570574800.0,985854555.0,2,8.0,-3198000000.0,0.0,3697000000.0,24826000000.0,0.0,22349000000.0,100.0,68024000000.0,-7882000000.0,-29866000000.0,318787000000.0,1197902000000.0,-72422000000.0,17242000000.0,1731210000000.0,1731210000000.0,68024000000.0,2015,3187060998.15
62,CAG,39405175.0972815,49734719.96764624,102331712.062347,57221813.22967641,68372975.54729256,82436740.058259,99717412.4787,4,18.0,-429800000.0,8552100000.0,373900000.0,583600000.0,2936100000.0,4533800000.0,27.0,3090800000.0,0.0,32400000.0,4917800000.0,0.0,-2464100000.0,-677000000.0,13390600000.0,13390600000.0,11642900000.0,2016,431210191.083
63,CAH,42995314.1223,35334761.8701,79967442.0,82343322.535,63582950.362799995,94465510.82540001,116094808.61309999,3,22.0,-465000000.0,115003000000.0,641000000.0,2276000000.0,1796000000.0,0.0,5.0,6543000000.0,-14000000.0,2668000000.0,4952000000.0,0.0,20000000.0,1427000000.0,34122000000.0,34122000000.0,121546000000.0,2016,327293577.982
64,CAT,238149292.1708,297149873.4404,646356937.2129999,281411102.80219996,297573179.7489,294790087.6623,321919081.0576,3,17.0,-3261000000.0,34133000000.0,3046000000.0,3439000000.0,16090000000.0,6615000000.0,27.0,12878000000.0,-680000000.0,-2400000000.0,25169000000.0,14821000000.0,-138000000.0,2512000000.0,78342000000.0,78342000000.0,47011000000.0,2015,709604519.774
65,CB,85133100.0,62140346.658599995,90477243.4014,71062991.3136,99934109.3903,188677691.7706,177238973.2925,3,10.0,0.0,12968000000.0,158000000.0,3296000000.0,0.0,0.0,32.0,6019000000.0,-6295000000.0,850000000.0,13717000000.0,58017000000.0,4940000000.0,2834000000.0,102366000000.0,102366000000.0,18987000000.0,2015,325373134.328
66,CBG,30203904.0,47844070.0,35402100.0,36691128.6049,39637525.0,34870474.0168,41107046.0,3,20.0,-141517000.0,9716541000.0,326407000.0,879730000.0,529823000.0,3085997000.0,10.0,1139269000.0,118654000.0,320914000.0,2645111000.0,217943000.0,851557000.0,547132000.0,11017943000.0,11017943000.0,10855810000.0,2015,333617073.171
67,CCI,51333698.3424,44172799.014,100764229.5856,98374171.00000001,121898425.35329999,93478381.7561,140714904.1349,2,21.0,-908892000.0,1321426000.0,1073304000.0,473829000.0,9580057000.0,5513551000.0,64.0,2342425000.0,54475000.0,320625000.0,12143019000.0,1306408000.0,274255000.0,1520992000.0,22036245000.0,22036245000.0,3663851000.0,2015,342565765.766
68,CCL,90011332.9521,65645565.988800004,99742302.00000001,100412944.0006,103139353.5506,123527952.0,120779202.32,4,7.0,-2294000000.0,9447000000.0,1626000000.0,1799000000.0,31818000000.0,3010000000.0,40.0,6267000000.0,-219000000.0,359000000.0,7413000000.0,0.0,170000000.0,1757000000.0,39237000000.0,39237000000.0,15714000000.0,2015,777433628.319
69,CELG,63303454.9296,120395596.438,191317709.43809998,251832889.4904,384127243.434,423124063.0662,344935000.0,5,27.0,-286300000.0,420100000.0,402000000.0,2023500000.0,814100000.0,4879000000.0,95.0,8835900000.0,1729800000.0,625300000.0,14161400000.0,0.0,7297700000.0,1602000000.0,26964400000.0,26964400000.0,9256000000.0,2015,793069306.931
70,CERN,26252453.4458,31923500.0,51900697.3392,37685815.3522,62118865.8428,90694237.9854,84328072.2198,4,14.0,-362132000.0,750781000.0,452225000.0,781380000.0,1309214000.0,799182000.0,83.0,3674486000.0,720406000.0,23109000.0,563353000.0,173073000.0,485675000.0,539362000.0,5561984000.0,5561984000.0,4425267000.0,2015,343542675.159
71,CF,143218458.1791,148401529.0236,167789844.0,95965875.70619999,107653298.81500001,82391311.01889999,131627324.0,3,16.0,-2469300000.0,2761200000.0,479600000.0,1057600000.0,8539000000.0,2390100000.0,36.0,1547100000.0,12800000.0,-270000000.0,5592700000.0,297800000.0,1000000000.0,664900000.0,12738900000.0,12738900000.0,4308300000.0,2015,223872053.872
72,CHD,21140825.081100002,26426398.845000003,29297433.0,27811087.5804,37056461.059599996,65204813.6954,105861561.6044,4,20.0,-61800000.0,1883000000.0,101000000.0,635400000.0,609600000.0,1354900000.0,45.0,1511800000.0,0.0,51500000.0,692800000.0,8400000.0,-38300000.0,410400000.0,4256900000.0,4256900000.0,3394800000.0,2015,131118210.863
73,CHK,118994804.97110112,194760245.4247591,254124045.41116595,165833879.33636397,208966503.0,90053550.0,322469316.0,3,687.0,-3771000000.0,10295000000.0,2229000000.0,-19098000000.0,14298000000.0,0.0,19.0,2469000000.0,-10000000.0,-2220000000.0,10354000000.0,382000000.0,-508000000.0,-14685000000.0,17357000000.0,17098000000.0,12764000000.0,2015,654703522.069
74,CHRW,94792601.36420001,28414415.592800003,45992550.7275,55660063.092199996,79578112.9374,100100280.0,72461467.9782,4,44.0,-28115000.0,11207604000.0,66409000.0,822781000.0,190874000.0,1108337000.0,17.0,2268480000.0,0.0,-25358000.0,500000000.0,0.0,-155000000.0,509699000.0,3184358000.0,3184358000.0,13476084000.0,2015,144800852.273
75,CHTR,381611.9902,12657761.7777,57812790.4834,62184769.726500005,57683842.268999994,125350264.1076,382242609.25879997,4,589.0,-1840000000.0,6426000000.0,2125000000.0,-331000000.0,8345000000.0,1168000000.0,34.0,3328000000.0,0.0,319000000.0,35723000000.0,0.0,14719000000.0,-271000000.0,39316000000.0,39316000000.0,9754000000.0,2015,111522633.745
